Step,Action,Reward,Done
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
83,14,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
83,14,0.0,False
84,14,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
83,14,0.0,False
84,14,0.0,False
85,14,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
83,14,0.0,False
84,14,0.0,False
85,14,0.0,False
86,11,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
83,14,0.0,False
84,14,0.0,False
85,14,0.0,False
86,11,0.0,False
87,12,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
83,14,0.0,False
84,14,0.0,False
85,14,0.0,False
86,11,0.0,False
87,12,0.0,False
88,2,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
83,14,0.0,False
84,14,0.0,False
85,14,0.0,False
86,11,0.0,False
87,12,0.0,False
88,2,0.0,False
89,2,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
83,14,0.0,False
84,14,0.0,False
85,14,0.0,False
86,11,0.0,False
87,12,0.0,False
88,2,0.0,False
89,2,0.0,False
90,1,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
83,14,0.0,False
84,14,0.0,False
85,14,0.0,False
86,11,0.0,False
87,12,0.0,False
88,2,0.0,False
89,2,0.0,False
90,1,0.0,False
91,1,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
83,14,0.0,False
84,14,0.0,False
85,14,0.0,False
86,11,0.0,False
87,12,0.0,False
88,2,0.0,False
89,2,0.0,False
90,1,0.0,False
91,1,0.0,False
92,1,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
26,17,0.0,False
27,0,0.0,False
28,0,0.0,False
29,0,0.0,False
30,0,0.0,False
31,0,0.0,False
32,0,0.0,False
33,17,0.0,False
34,0,0.0,False
35,0,0.0,False
36,0,0.0,False
37,17,0.0,False
38,0,0.0,False
39,7,0.0,False
40,7,0.0,False
41,7,0.0,False
42,7,0.0,False
43,7,0.0,False
44,2,0.0,False
45,1,0.0,False
46,1,0.0,False
47,1,0.0,False
48,1,0.0,False
49,10,0.0,False
50,0,0.0,False
51,0,0.0,False
52,0,0.0,False
53,0,0.0,False
54,17,0.0,False
55,1,0.0,False
56,1,0.0,False
57,1,0.0,False
58,1,0.0,False
59,1,0.0,False
60,1,0.0,False
61,14,0.0,False
62,0,0.0,False
63,0,0.0,False
64,0,0.0,False
65,0,0.0,False
66,0,0.0,False
67,17,0.0,False
68,0,0.0,False
69,0,0.0,False
70,14,0.0,False
71,14,0.0,False
72,14,0.0,False
73,14,0.0,False
74,14,0.0,False
75,14,0.0,False
76,7,0.0,False
77,12,0.0,False
78,14,0.0,False
79,0,0.0,False
80,14,0.0,False
81,14,0.0,False
82,0,0.0,False
83,14,0.0,False
84,14,0.0,False
85,14,0.0,False
86,11,0.0,False
87,12,0.0,False
88,2,0.0,False
89,2,0.0,False
90,1,0.0,False
91,1,0.0,False
92,1,0.0,False
93,1,0.0,False
1,0,0.0,False
2,0,0.0,False
3,0,0.0,False
4,0,0.0,False
5,0,0.0,False
6,0,0.0,False
7,0,0.0,False
8,0,0.0,False
9,0,0.0,False
10,0,0.0,False
11,0,0.0,False
12,0,0.0,False
13,12,0.0,False
14,0,0.0,False
15,0,0.0,False
16,0,0.0,False
17,0,0.0,False
18,17,0.0,False
19,17,0.0,False
20,0,0.0,False
21,0,0.0,False
22,7,0.0,False
23,0,0.0,False
24,0,0.0,False
25,0,0.0,False
